Ilosc unieszkodliwiona [kg],Ilosc zinwentaryzowana [kg],Nazwa Gminy,Pozostala do unieszkodliwienia [kg],TERYT
345582.00,2608153.00,Milejczyce,2262571.00,201006
263178.70,4358008.36,Nurzec-Stacja,4094829.66,201007
0.00,5872667.50,Perlejewo,5872667.50,201008
189526.73,6705318.93,Siemiatycze,6515792.20,201009
260485.50,3114725.60,Dąbrowa Białostocka,2854240.10,201101
0.00,2205945.00,Janów,2205945.00,201102
159555.00,1604185.00,Korycin,1444630.00,201103
230679.05,356619.06,Krynki,125940.01,201104
1430.00,3646697.85,Kuźnica,3645267.85,201105
0.00,2196560.32,Nowy Dwór,2196560.32,201106
92229.00,4997221.90,Sidra,4904992.90,201107
388072.00,6608198.30,Sokółka,6220126.30,201108
549853.00,2307759.50,Suchowola,1757906.50,201109
147973.00,3377708.74,Szudziałowo,3229735.74,201110
48114.00,2551659.00,Bakałarzewo,2503545.00,201201
419111.48,2790303.58,Filipów,2371192.10,201202
401496.00,12615385.00,Jeleniewo,12213889.00,201203
36770.00,3344224.50,Przerośl,3307454.50,201204
1210.00,3219204.85,Raczki,3217994.85,201205
45406.70,1268388.00,Rutka-Tartak,1222981.30,201206
888912.64,3649789.66,Suwałki,2760877.02,201207
116787.00,1889758.34,Szypliszki,1772971.34,201208
0.00,2738869.40,Wiżajny,2738869.40,201209
90955.00,836503.50,Wysokie Mazowieckie,745548.50,201301
1683566.00,6518022.00,Ciechanowiec,4834456.00,201302
1166901.00,6468269.00,Czyżew,5301368.00,201303
96888.00,4557303.00,Klukowo,4460415.00,201304
470844.00,4885430.00,Kobylin-Borzymy,4414586.00,201305
0.00,5994454.46,Kulesze Kościelne,5994454.46,201306
375700.00,3730045.00,Nowe Piekuty,3354345.00,201307
243164.00,3684259.70,Sokoły,3441095.70,201308
418605.00,6262159.00,Szepietowo,5843554.00,201309
257942.50,4860760.50,Wysokie Mazowieckie,4602818.00,201310
194593.63,675279.44,Zambrów,480685.81,201401
467988.80,3426194.10,Kołaki Kościelne,2958205.30,201402
174982.00,10745100.50,Rutki,10570118.50,201403
427715.00,680955.00,Szumowo,253240.00,201404
737903.30,6856260.59,Zambrów,6118357.29,201405
104224.14,4318704.05,Białystok,4214479.92,206101
544970.31,1068545.16,Łomża,523574.85,206201
736507.96,3989451.26,Suwałki,3252943.30,206301
0.00,425205.00,Borzytuchom,425205.00,220101
14476.00,311630.00,Bytów,297154.00,220102
0.00,1760.00,Czarna Dąbrówka,1760.00,220103
97207.77,1074938.41,Kołczygłowy,977730.64,220104
0.00,3077356.00,Lipnica,3077356.00,220105
132863.00,1194440.00,Miastko,1061577.00,220106
0.00,1023635.00,Parchowo,1023635.00,220107
0.00,432271.40,Studzienice,432271.40,220108
76254.63,1673484.55,Trzebielino,1597229.92,220109
0.00,475214.63,Tuchomie,475214.63,220110
298456.00,859768.80,Chojnice,561312.80,220201
370858.62,4409117.12,Brusy,4038258.50,220202
375858.00,6212035.71,Chojnice,5836177.71,220203
494412.00,3187737.00,Czersk,2693325.00,220204
39916.03,1805461.13,Konarzyny,1765545.10,220205
41730.00,263364.90,Człuchów,221634.90,220301
28009.00,1336134.50,Czarne,1308125.50,220302
256957.50,2535616.48,Człuchów,2278658.98,220303
1058999.00,3529411.00,Debrzno,2470412.00,220304
103994.00,1878195.00,Koczała,1774201.00,220305
313062.00,2200134.00,Przechlewo,1887072.00,220306
57871.00,874606.00,Rzeczenica,816735.00,220307
79843.50,784773.34,Pruszcz Gdański,704929.84,220401
80319.00,1641717.20,Cedry Wielkie,1561398.20,220402
40535.00,672488.00,Kolbudy,631953.00,220403
45864.50,202408.30,Pruszcz Gdański,156543.80,220404
75001.00,1404412.90,Przywidz,1329411.90,220405
40154.00,1879916.00,Pszczółki,1839762.00,220406
55.00,1008429.00,Suchy Dąb,1008374.00,220407
102035.00,2116842.00,Trąbki Wielkie,2014807.00,220408
0.00,1431802.00,Chmielno,1431802.00,220501
226601.90,4336861.76,Kartuzy,4110259.86,220502
262130.00,1093411.00,Przodkowo,831281.00,220503
136690.00,1396149.00,Sierakowice,1259459.00,220504
63613.00,2130777.00,Somonino,2067164.00,220505
17358.00,1823542.60,Stężyca,1806184.60,220506
127996.00,1166413.70,Sulęczyno,1038417.70,220507
166594.00,3413824.00,Żukowo,3247230.00,220508
53218.00,689308.00,Kościerzyna,636090.00,220601
0.00,1020666.50,Dziemiany,1020666.50,220602
175127.60,2381460.39,Karsin,2206332.79,220603
109855.00,841513.02,Kościerzyna,731658.02,220604
185429.23,889127.23,Liniewo,703698.00,220605
61501.00,730831.84,Lipusz,669330.84,220606
0.00,580685.21,Nowa Karczma,580685.21,220607
175842.00,1327947.50,Stara Kiszewa,1152105.50,220608
27651.00,931315.29,Kwidzyn,903664.29,220701
101670.00,575956.90,Gardeja,474286.90,220702
65770.20,2843571.86,Kwidzyn,2777801.66,220703
0.00,1622277.05,Prabuty,1622277.05,220704
117905.00,1737835.40,Ryjewo,1619930.40,220705
7667.00,828530.00,Sadlinki,820863.00,220706
78754.05,611598.05,Lębork,532844.00,220801
19129.00,92845.50,Łeba,73716.50,220802
60394.00,663456.04,Cewice,603062.04,220803
128029.20,1573302.20,Nowa Wieś Lęborska,1445273.00,220804
0.00,1128006.00,Wicko,1128006.00,220805
79428.00,541958.98,Malbork,462530.98,220901
21536.00,958640.50,Lichnowy,937104.50,220903
0.00,340217.90,Malbork,340217.90,220904
315734.00,1556625.00,Miłoradz,1240891.00,220906
1584.00,2482216.00,Nowy Staw,2480632.00,220907
49521.00,2357926.15,Stare Pole,2308405.15,220908
7040.00,156240.28,Krynica Morska,149200.28,221001
50675.00,478694.55,Nowy Dwór Gdański,428019.55,221002
137676.00,1900666.00,Ostaszewo,1762990.00,221003
4074561.26,6322261.80,Stegna,2247700.54,221004
190906.22,986330.42,Sztutowo,795424.20,221005
0.00,28047.36,Hel,28047.36,221101
14960.00,164758.00,Jastarnia,149798.00,221102
26484.00,443853.00,Puck,417369.00,221103
0.00,1240295.00,Władysławowo,1240295.00,221104
0.00,585619.00,Kosakowo,585619.00,221105
0.00,2475826.00,Krokowa,2475826.00,221106
133826.00,6260866.00,Puck,6127040.00,221107
30417.00,214722.82,Ustka,184305.82,221201
14960.00,677355.75,Damnica,662395.75,221202
5653.81,1652172.28,Dębnica Kaszubska,1646518.47,221203
0.00,2432496.00,Główczyce,2432496.00,221204
7538.74,887812.46,Kępice,880273.72,221205
160507.00,1460479.00,Kobylnica,1299972.00,221206
33659.20,1793093.94,Potęgowo,1759434.74,221207
713810.25,2326689.99,Słupsk,1612879.74,221208
38035.00,659195.50,Smołdzino,621160.50,221209
38918.00,773707.00,Ustka,734789.00,221210
26261.00,236858.97,Czarna Woda,210597.97,221301
33209.00,368702.50,Skórcz,335493.50,221302
196212.00,649459.40,Starogard Gdański,453247.40,221303
20691.00,1211871.00,Bobowo,1191180.00,221304
56337.00,1194372.00,Kaliska,1138035.00,221305
94269.84,1625791.04,Lubichowo,1531521.20,221306
14410.00,914683.00,Osieczna,900273.00,221307
2046.00,1025970.00,Osiek,1023924.00,221308
0.00,3043480.00,Skarszewy,3043480.00,221309
88683.00,2824332.34,Skórcz,2735649.34,221310
143444.00,1511020.69,Smętowo Graniczne,1367576.69,221311
145541.00,1127714.00,Starogard Gdański,982173.00,221312
198792.15,1677269.09,Zblewo,1478476.94,221313
111672.00,614130.00,Tczew,502458.00,221401
178712.81,2744486.63,Gniew,2565773.82,221402
134916.02,2549317.02,Morzeszczyn,2414401.00,221403
110864.03,5112149.10,Pelplin,5001285.08,221404
12.02,2139237.02,Subkowy,2139225.00,221405
197303.00,4249688.84,Tczew,4052385.84,221406
0.00,267592.52,Reda,267592.52,221501
110045.38,295363.77,Rumia,185318.39,221502
37640.02,435867.52,Wejherowo,398227.50,221503
261840.00,1686868.00,Choczewo,1425028.00,221504
50649.00,980325.00,Gniewino,929676.00,221505
145024.00,1145639.00,Linia,1000615.00,221506
0.00,380772.80,Luzino,380772.80,221507
51950.31,935349.31,Łęczyce,883399.00,221508
0.00,3700635.00,Szemud,3700635.00,221509
0.00,843196.00,Wejherowo,843196.00,221510
0.00,1458325.21,Dzierzgoń,1458325.21,221601
95136.00,1162488.36,Mikołajki Pomorskie,1067352.36,221602
4158.00,1854820.00,Stary Dzierzgoń,1850662.00,221603
94452.00,2035568.85,Stary Targ,1941116.85,221604
0.00,52356.92,Sztum,52356.92,221605
254212.02,1856802.64,Gdańsk,1602590.62,226101
420268.38,2957142.09,Gdynia,2536873.71,226201
155766.93,627047.15,Słupsk,471280.22,226301
26380.46,67860.46,Sopot,41480.00,226401
316592.19,2973722.64,Będzin,2657130.45,240101
78371.00,1474267.60,Czeladź,1395896.60,240102
114654.47,249935.99,Wojkowice,135281.52,240103
19932.00,226614.50,Bobrowniki,206682.50,240104
185887.27,781913.27,Mierzęcice,596026.00,240105
243314.50,564855.50,Psary,321541.00,240106
439575.00,2136337.20,Siewierz,1696762.20,240107
11.00,272173.12,Sławków,272162.12,240108
294913.00,897192.00,Szczyrk,602279.00,240201
313194.00,1163922.00,Bestwina,850728.00,240202
501927.00,2669225.76,Buczkowice,2167298.76,240203
159989.60,642790.10,Czechowice-Dziedzice,482800.50,240204
309602.00,710042.00,Jasienica,400440.00,240205
128398.00,429147.00,Jaworze,300749.00,240206
168852.00,425065.00,Kozy,256213.00,240207
577456.60,1658325.20,Porąbka,1080868.60,240208
363956.00,1089120.50,Wilamowice,725164.50,240209
89544.00,2447698.00,Wilkowice,2358154.00,240210
158615.00,525541.74,Cieszyn,366926.74,240301
6600.00,235323.00,Ustroń,228723.00,240302
336673.24,741374.24,Wisła,404701.00,240303
57899.00,675790.00,Brenna,617891.00,240304
20266.00,269037.00,Chybie,248771.00,240305
0.00,434446.00,Dębowiec,434446.00,240306
77945.00,1070223.15,Goleszów,992278.15,240307
60995.00,590786.00,Hażlach,529791.00,240308
394911.00,2133813.00,Istebna,1738902.00,240309
35441.30,334461.30,Skoczów,299020.00,240310
133587.26,1117479.26,Strumień,983892.00,240311
33418.00,142541.70,Zebrzydowice,109123.70,240312
23419.00,516004.50,Blachownia,492585.50,240401
19760.00,2439562.00,Dąbrowa Zielona,2419802.00,240402
5.50,2048050.73,Janów,2048045.23,240403
18046.00,317089.75,Kamienica Polska,299043.75,240404
113535.00,2567845.00,Kłomnice,2454310.00,240405
1430.00,3074496.00,Koniecpol,3073066.00,240406
14803.58,939187.70,Konopiska,924384.12,240407
0.00,1601127.00,Kruszyna,1601127.00,240408
77083.43,3565279.63,Lelów,3488196.20,240409
100339.00,1382332.00,Mstów,1281993.00,240410
38460.00,111345.00,Mykanów,72885.00,240411
0.00,1132010.00,Olsztyn,1132010.00,240412
0.00,726.00,Poczesna,726.00,240413
50499.00,1506630.00,Przyrów,1456131.00,240414
6847.50,901047.95,Rędziny,894200.45,240415
132774.39,216381.34,Knurów,83606.95,240501
50763.00,310387.11,Pyskowice,259624.11,240502
14763.86,168718.21,Gierałtowice,153954.35,240503
107963.00,722070.00,Pilchowice,614107.00,240504
10402.26,889925.74,Rudziniec,879523.48,240505
128544.00,722076.70,Sośnicowice,593532.70,240506
0.00,356341.15,Toszek,356341.15,240507
230.00,955392.00,Wielowieś,955162.00,240508
19970.50,2356750.06,Kłobuck,2336779.56,240601
48862.00,1549922.00,Krzepice,1501060.00,240602
0.00,1415021.00,Lipie,1415021.00,240603
263191.71,2223236.70,Miedźno,1960044.99,240604
0.00,1922904.06,Opatów,1922904.06,240605
0.00,764674.00,Panki,764674.00,240606
6592.30,2966700.88,Popów,2960108.58,240607
0.00,1585116.28,Przystajń,1585116.28,240608
82396.44,2771026.86,Wręczyca Wielka,2688630.42,240609
5678.75,208869.75,Lubliniec,203191.00,240701
11515.00,159244.00,Boronów,147729.00,240702
0.00,431959.18,Ciasna,431959.18,240703
3071.20,250771.70,Herby,247700.50,240704
2750.00,364815.12,Kochanowice,362065.12,240705
0.00,397672.22,Koszęcin,397672.22,240706
0.00,497296.00,Pawonków,497296.00,240707
43232.00,716445.00,Woźniki,673213.00,240708
8560670.00,17434925.00,Łaziska Górne,8874255.00,240801
4315.00,874294.60,Mikołów,869979.60,240802
3080.00,324789.00,Orzesze,321709.00,240803
26735.00,122012.00,Ornontowice,95277.00,240804
0.00,83476.80,Wyry,83476.80,240805
726.00,174676.00,Myszków,173950.00,240901
0.01,3082365.01,Koziegłowy,3082365.00,240902
45470.00,2815129.00,Niegowa,2769659.00,240903
80484.70,994962.50,Poraj,914477.80,240904
0.00,2198475.18,Żarki,2198475.18,240905
23994.00,83526.00,Goczałkowice-Zdrój,59532.00,241001
18290.70,45084.39,Kobiór,26793.69,241002
0.00,648590.00,Miedźna,648590.00,241003
82383.60,934059.30,Pawłowice,851675.70,241004
149024.48,736578.63,Pszczyna,587554.15,241005
201656.00,635095.84,Suszec,433439.84,241006
225126.11,811776.14,Racibórz,586650.03,241101
128362.00,516475.00,Kornowac,388113.00,241102
42474.82,1336766.82,Krzanowice,1294292.00,241103
123.86,1153848.38,Krzyżanowice,1153724.52,241104
2245.32,29555.58,Kuźnia Raciborska,27310.26,241105
4070.00,345990.48,Nędza,341920.48,241106
0.00,1047770.90,Pietrowice Wielkie,1047770.90,241107
47931.00,519972.00,Rudnik,472041.00,241108
116498.42,335522.22,Czerwionka-Leszczyny,219023.80,241201
816479.15,1436403.95,Gaszowice,619924.80,241202
62624.00,183404.00,Jejkowice,120780.00,241203
158182.00,826335.00,Lyski,668153.00,241204
42319.00,119116.00,Świerklany,76797.00,241205
5990.00,8213.00,Kalety,2223.00,241301
0.00,67303.31,Miasteczko Śląskie,67303.31,241302
34688.00,39517.20,Radzionków,4829.20,241303
116191.50,1176085.84,Tarnowskie Góry,1059894.34,241304
15342.00,95198.00,Krupski Młyn,79856.00,241305
0.00,324500.00,Ożarowice,324500.00,241306
0.00,96987.00,Świerklaniec,96987.00,241307
3.30,331291.29,Tworóg,331287.99,241308
33551.10,922027.90,Zbrosławice,888476.80,241309
20725.00,248949.50,Bieruń,228224.50,241401
16031.00,191997.70,Imielin,175966.70,241402
52074.00,274032.00,Lędziny,221958.00,241403
935.00,155210.00,Bojszowy,154275.00,241404
0.00,261560.00,Chełm Śląski,261560.00,241405
0.00,52507.73,Pszów,52507.73,241501
54230.00,125624.95,Radlin,71394.95,241502
59711.77,169416.97,Rydułtowy,109705.20,241503
117790.00,1147136.55,Wodzisław Śląski,1029346.55,241504
75570.00,412750.00,Godów,337180.00,241505
387987.30,1033184.90,Gorzyce,645197.60,241506
158921.00,649994.00,Lubomia,491073.00,241507
2024.00,152592.00,Marklowice,150568.00,241508
162571.60,551896.45,Mszana,389324.85,241509
11574.12,1143388.77,Poręba,1131814.65,241601
1072984.88,4546341.64,Zawiercie,3473356.76,241602
1980.00,4591193.00,Irządze,4589213.00,241603
117739.00,3073425.00,Kroczyce,2955686.00,241604
314783.87,2139890.29,Łazy,1825106.42,241605
370211.50,5538855.50,Ogrodzieniec,5168644.00,241606
107769.90,5524150.12,Pilica,5416380.22,241607
3932720.00,6448083.40,Szczekociny,2515363.40,241608
74688.00,1334624.70,Włodowice,1259936.70,241609
787105.00,1924746.83,Żywiec,1137641.83,241701
685841.00,1401304.00,Czernichów,715463.00,241702
235468.50,950897.83,Gilowice,715429.33,241703
89881.70,1676486.70,Jeleśnia,1586605.00,241704
0.00,611633.00,Koszarawa,611633.00,241705
268820.34,1329106.78,Lipowa,1060286.44,241706
280060.00,1031081.00,Łękawica,751021.00,241707
112678.50,417990.50,Łodygowice,305312.00,241708
280693.00,1517224.00,Milówka,1236531.00,241709
154942.00,615925.00,Radziechowy-Wieprz,460983.00,241710
0.00,1270201.00,Rajcza,1270201.00,241711
68857.00,649503.00,Ślemień,580646.00,241712
0.00,768042.00,Świnna,768042.00,241713
0.00,1348820.00,Ujsoły,1348820.00,241714
27258.00,1054863.00,Węgierska Górka,1027605.00,241715
473555.78,3474482.58,Bielsko-Biała,3000926.80,246101
392677.80,3373304.13,Bytom,2980626.33,246201
570990.51,652851.42,Chorzów,81860.91,246301
113796.40,3355965.04,Częstochowa,3242168.64,246401
4290623.89,13956003.33,Dąbrowa Górnicza,9665379.44,246501
1344796.68,4241822.01,Gliwice,2897025.33,246601
278941.40,2957363.25,Jastrzębie-Zdrój,2678421.85,246701
7302.50,5977492.10,Jaworzno,5970189.60,246801
364158.48,2841177.25,Katowice,2477018.77,246901
32907.00,1100846.13,Mysłowice,1067939.13,247001
218110.16,1754977.66,Piekary Śląskie,1536867.50,247101
359855.42,2756870.45,Ruda Śląska,2397015.03,247201
251358.00,1411929.16,Rybnik,1160571.16,247301
89160.00,89888.60,Siemianowice Śląskie,728.60,247401
1277322.14,15040936.44,Sosnowiec,13763614.30,247501
282323.00,1839994.00,Świętochłowice,1557671.00,247601
1569503.92,2766996.57,Tychy,1197492.65,247701
719740.13,2029339.80,Zabrze,1309599.67,247801
468686.00,619151.50,Żory,150465.50,247901
1320.00,9876251.65,Busko-Zdrój,9874931.65,260101
31537.00,3370928.00,Gnojno,3339391.00,260102
10.00,3476538.00,Nowy Korczyn,3476528.00,260103
872949.00,5676297.00,Pacanów,4803348.00,260104
212092.00,3077619.50,Solec-Zdrój,2865527.50,260105
113168.00,6874518.00,Stopnica,6761350.00,260106
0.00,3869547.00,Tuczępy,3869547.00,260107
176962.50,2757936.50,Wiślica,2580974.00,260108
33.00,3665464.00,Imielno,3665431.00,260201
428791.00,7946472.49,Jędrzejów,7517681.49,260202
511951.60,4891044.70,Małogoszcz,4379093.10,260203
1.00,4478621.00,Nagłowice,4478620.00,260204
5555.00,4228046.25,Sędziszów,4222491.25,260206
2.00,4679303.00,Słupia,4679301.00,260207
356015.00,5541163.25,Sobków,5185148.25,260208
16.00,7954289.00,Wodzisław,7954273.00,260209
60498.70,837697.20,Bejsce,777198.50,260301
23419.00,1369006.98,Czarnocin,1345587.98,260302
62422.80,2404480.10,Kazimierza Wielka,2342057.30,260303
0.00,403250.10,Opatowiec,403250.10,260304
0.00,1751827.00,Skalbmierz,1751827.00,260305
234026.10,7592582.40,Bieliny,7358556.30,260401
0.00,3226092.00,Bodzentyn,3226092.00,260402
8316.10,5468104.10,Chęciny,5459788.00,260403
234872.00,5657014.00,Chmielnik,5422142.00,260404
242660.00,242660.00,Daleszyce,0.00,260405
445084.00,445084.00,Górno,0.00,260406
62523.01,2727336.48,Łagów,2664813.47,260407
13860.00,6612370.00,Łopuszno,6598510.00,260408
373780.00,2857911.75,Masłów,2484131.75,260409
547079.00,3179970.00,Miedziana Góra,2632891.00,260410
398783.00,5342315.00,Mniów,4943532.00,260411
0.00,4227398.45,Morawica,4227398.45,260412
0.00,3870943.00,Nowa Słupia,3870943.00,260413
210895.00,8187711.82,Piekoszów,7976816.82,260414
0.00,2064411.00,Pierzchnica,2064411.00,260415
192478.00,4211204.00,Raków,4018726.00,260416
14883.00,1424008.47,Sitkówka-Nowiny,1409125.47,260417
619146.00,4772905.50,Strawczyn,4153759.50,260418
594519.00,2316853.10,Zagnańsk,1722334.10,260419
227.81,3115364.12,Fałków,3115136.31,260501
4312.00,3076427.00,Gowarczów,3072115.00,260502
782169.00,6970714.00,Końskie,6188545.00,260503
246719.44,5014480.13,Radoszyce,4767760.69,260504
19019.00,2091644.00,Ruda Maleniecka,2072625.00,260505
137280.00,2220122.00,Słupia (Konecka),2082842.00,260506
57871.00,1153185.00,Smyków,1095314.00,260507
547630.00,5472945.35,Stąporków,4925315.35,260508
120205.00,4997990.00,Baćkowice,4877785.00,260601
0.00,3850737.00,Iwaniska,3850737.00,260602
216414.00,3690385.60,Lipnik,3473971.60,260603
431629.00,3454299.20,Opatów,3022670.20,260604
285680.41,4216277.41,Ożarów,3930597.00,260605
99198.00,2550471.00,Sadowie,2451273.00,260606
0.00,4310933.00,Tarłów,4310933.00,260607
284602.00,4313662.00,Wojciechowice,4029060.00,260608
2090.00,309110.22,Ostrowiec Świętokrzyski,307020.22,260701
75113.00,2253775.00,Bałtów,2178662.00,260702
256602.00,2120441.00,Bodzechów,1863839.00,260703
222831.00,2108351.50,Ćmielów,1885520.50,260704
308627.00,4251203.00,Kunów,3942576.00,260705
174206.15,7570498.79,Waśniów,7396292.64,260706
0.00,9716.30,Kije,9716.30,260802
100641.90,3564981.90,Michałów,3464340.00,260803
218726.42,1582647.42,Pińczów,1363921.00,260804
105897.00,2143504.00,Złota,2037607.00,260805
86515.00,1096590.00,Sandomierz,1010075.00,260901
0.00,3231736.20,Dwikozy,3231736.20,260902
555973.00,5555955.00,Klimontów,4999982.00,260903
191813.05,3777714.05,Koprzywnica,3585901.00,260904
159431.00,3786017.00,Łoniów,3626586.00,260905
0.00,4341425.00,Obrazów,4341425.00,260906
439890.00,4973617.00,Samborzec,4533727.00,260907
0.00,2783935.00,Wilczyce,2783935.00,260908
20811.00,1967075.00,Zawichost,1946264.00,260909
794943.50,4089186.70,Skarżysko-Kamienna,3294243.20,261001
135533.61,4150874.61,Bliżyn,4015341.00,261002
360738.00,1751704.50,Łączna,1390966.50,261003
78462.00,2287537.00,Skarżysko Kościelne,2209075.00,261004
1606.00,1398997.08,Suchedniów,1397391.08,261005
552495.90,1823073.07,Starachowice,1270577.17,261101
90310.42,4173606.00,Brody,4083295.58,261102
304544.68,5268305.24,Mirzec,4963760.56,261103
488009.50,9899697.50,Pawłów,9411688.00,261104
258414.90,1273409.84,Wąchock,1014994.94,261105
0.00,4197151.87,Bogoria,4197151.87,261201
699966.00,3092224.00,Łubnice,2392258.00,261202
121022.00,2180288.00,Oleśnica,2059266.00,261203
288750.00,2735388.30,Osiek,2446638.30,261204
292973.40,2634481.70,Połaniec,2341508.30,261205
133232.00,2125998.00,Rytwiany,1992766.00,261206
870742.00,6097964.03,Staszów,5227222.03,261207
349846.90,3533885.10,Szydłów,3184038.20,261208
100958.00,4286153.00,Kluczewsko,4185195.00,261301
249000.00,4084270.56,Krasocin,3835270.56,261302
1056.00,2230613.00,Moskorzew,2229557.00,261303
792770.00,2882044.00,Radków,2089274.00,261304
311804.01,5145773.46,Secemin,4833969.45,261305
348079.60,9350899.17,Włoszczowa,9002819.57,261306
2815329.00,10609840.69,Kielce,7794511.69,266101
85817.00,224399.66,Bartoszyce,138582.66,280101
21365.00,27381.67,Górowo Iławeckie,6016.67,280102
219767.43,3421993.69,Bartoszyce,3202226.26,280103
57271.93,358861.68,Bisztynek,301589.75,280104
76220.00,1428197.62,Górowo Iławeckie,1351977.62,280105
158595.17,1549427.15,Sępopol,1390831.98,280106
0.10,249964.32,Braniewo,249964.22,280201
3875.00,1419126.00,Braniewo,1415251.00,280202
3.30,504024.40,Frombork,504021.10,280203
660.00,126585.36,Lelkowo,125925.36,280204
26.40,595451.40,Pieniężno,595425.00,280205
0.00,630163.60,Płoskinia,630163.60,280206
0.00,886204.00,Wilczęta,886204.00,280207
37812.00,973675.30,Działdowo,935863.30,280301
1786843.75,6688384.68,Działdowo,4901540.93,280302
160.00,2390647.00,Iłowo-Osada,2390487.00,280303
145976.82,4031317.63,Lidzbark,3885340.81,280304
40023.00,3585264.00,Płośnica,3545241.00,280305
124734.01,3265645.67,Rybno,3140911.66,280306
151521.10,2707010.25,Elbląg,2555489.15,280401
0.00,1005177.70,Godkowo,1005177.70,280402
13090.00,1026976.50,Gronowo Elbląskie,1013886.50,280403
0.00,1139199.00,Markusy,1139199.00,280404
0.00,801182.00,Milejewo,801182.00,280405
40496.91,807923.91,Młynary,767427.00,280406
82041.76,1823872.30,Pasłęk,1741830.54,280407
1776.50,500470.30,Rychliki,498693.80,280408
21293.30,103835.30,Tolkmicko,82542.00,280409
114500.11,452664.14,Ełk,338164.03,280501
6776.00,1996672.70,Ełk,1989896.70,280502
205167.50,1782807.00,Kalinowo,1577639.50,280503
178123.00,1843762.00,Prostki,1665639.00,280504
74772.15,927760.15,Stare Juchy,852988.00,280505
33055.00,568432.69,Giżycko,535377.69,280601
438388.25,2338057.58,Giżycko,1899669.33,280604
9042.00,870030.00,Kruklanki,860988.00,280605
0.00,811608.05,Miłki,811608.05,280606
880.00,978775.27,Ryn,977895.27,280608
95005.00,1380966.50,Wydminy,1285961.50,280610
169757.00,493700.68,Iława,323943.68,280701
4.84,1025017.16,Lubawa,1025012.32,280702
219023.53,4704569.46,Iława,4485545.93,280703
92816.00,2856532.41,Kisielice,2763716.41,280704
120.00,7296681.49,Lubawa,7296561.49,280705
25851.00,2830356.00,Susz,2804505.00,280706
87538.00,1793067.22,Zalewo,1705529.22,280707
17451.50,160479.88,Kętrzyn,143028.38,280801
12370.00,1745914.04,Barciany,1733544.04,280802
272414.00,2034460.19,Kętrzyn,1762046.19,280803
44730.72,1324254.86,Korsze,1279524.14,280804
19706.00,1361494.50,Reszel,1341788.50,280805
148698.00,1331715.00,Srokowo,1183017.00,280806
56572.00,136971.18,Lidzbark Warmiński,80399.18,280901
16335.00,506709.50,Kiwity,490374.50,280902
72712.45,1283910.25,Lidzbark Warmiński,1211197.80,280903
63207.00,1092483.08,Lubomino,1029276.08,280904
201428.26,1624928.36,Orneta,1423500.10,280905
21564.00,282629.00,Mrągowo,261065.00,281001
361900.48,1225593.08,Mikołajki,863692.60,281002
0.00,579326.00,Mrągowo,579326.00,281003
63041.00,2336878.20,Piecki,2273837.20,281004
5324.00,352356.36,Sorkwity,347032.36,281005
78037.52,1914667.02,Janowiec Kościelny,1836629.50,281101
39121.00,1054870.02,Janowo,1015749.02,281102
194730.00,2114515.00,Kozłowo,1919785.00,281103
235009.25,2284623.71,Nidzica,2049614.46,281104
128043.62,1063101.71,Nowe Miasto Lubawskie,935058.09,281201
9867.00,3196098.29,Biskupiec,3186231.29,281202
1000.00,560315.00,Grodziczno,559315.00,281203
21169.00,4118220.04,Kurzętnik,4097051.04,281204
65258.00,3028630.58,Nowe Miasto Lubawskie,2963372.58,281205
0.00,1513289.50,Kowale Oleckie,1513289.50,281303
145881.00,2192632.75,Olecko,2046751.75,281304
291733.00,1387435.00,Świętajno,1095702.00,281305
0.00,1342641.41,Wieliczki,1342641.41,281306
1673.00,1003406.59,Barczewo,1001733.59,281401
450391.23,1883134.16,Biskupiec,1432742.93,281402
49720.00,1312828.00,Dobre Miasto,1263108.00,281403
0.00,696293.00,Dywity,696293.00,281404
419689.53,1178867.23,Gietrzwałd,759177.70,281405
50349.00,780602.88,Jeziorany,730253.88,281406
2167.00,515220.00,Jonkowo,513053.00,281407
122971.00,802208.41,Kolno,679237.41,281408
230638.92,2668373.07,Olsztynek,2437734.15,281409
115187.62,262271.97,Purda,147084.35,281410
56790.94,66293.84,Stawiguda,9502.90,281411
35640.00,908354.90,Świątki,872714.90,281412
40064.40,385715.64,Ostróda,345651.24,281501
99810.00,1188235.05,Dąbrówno,1088425.05,281502
56366.00,1177732.00,Grunwald,1121366.00,281503
129679.00,910305.88,Łukta,780626.88,281504
35804.01,1871569.67,Małdyty,1835765.66,281505
83891.70,1077793.95,Miłakowo,993902.25,281506
10387.20,678526.00,Miłomłyn,668138.80,281507
416638.00,2521337.96,Morąg,2104699.96,281508
167654.85,3601814.73,Ostróda,3434159.88,281509
14178.21,2017896.84,Biała Piska,2003718.63,281601
12436.00,664247.60,Orzysz,651811.60,281602
117195.86,1690260.66,Pisz,1573064.80,281603
0.00,464277.99,Ruciane-Nida,464277.99,281604
30097.00,983431.80,Szczytno,953334.80,281701
0.00,935237.60,Dźwierzuty,935237.60,281702
26046.00,1068670.00,Jedwabno,1042624.00,281703
0.00,778800.00,Pasym,778800.00,281704
103526.61,1434404.29,Rozogi,1330877.68,281705
115309.00,2190381.40,Szczytno,2075072.40,281706
61832.00,1203471.00,Świętajno,1141639.00,281707
0.00,1648053.00,Wielbark,1648053.00,281708
